0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.707705,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.589261,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903,0.628903
0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0544226,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.0789304,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193,0.109193
1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,1.09575,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.644931,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041,0.978041
5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,5.56E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03,3.64E-03
6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,6.42396E-09,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.57677E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08,1.49338E-08
39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1
0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.000255142,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.001198192,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213,0.000825213
0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.005147996,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.01630366,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623,0.011060623
39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,39717.2,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,75990.3,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1,55258.1
204.464,204.464,204.464,204.464,204.464,204.464,204.464,204.464,204.464,204.464,204.464,204.464,204.464,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,1238.92,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189,611.189
5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,5.00E-05,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
